Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,3,1,3,"$ 240,000 +",23.06231,69.741737,188.92290000000003
UG,FT,Auto,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,4,Unknown,44.310790000000004,130.2442,321.25334999999995
UG,PT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,2,2,2,"$ 30,000 - 59,999",36.6463,118.839059,360.5502
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,2,2,Unknown,7.473257,30.331209,60.787875
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,1,4,Unknown,36.534490000000005,123.703682,291.23355
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,5,0,6,Unknown,51.40355,102.80546,402.45044999999993
UG,FT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,3,1,4,"$ 150,000 - 179,999",82.14326,183.80844,675.24075
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,4,1,8,"$ 30,000 - 59,999",50.9517,108.10836299999998,472.02525
UG,PT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with partner,1,0,2,Unknown,42.9229,172.72862600000005,357.201
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,I donâ€™t know,34.306999999999995,132.291913,343.69845000000004
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"$ 60,000 - 89,999",21.53195,145.118339,203.0499
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,4,I donâ€™t know,66.04281,201.15475,682.3569
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 120,000 - 149,999",23.688670000000002,100.623299,190.28565
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,1,5,Unknown,39.525999999999996,103.837317,522.09765
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,0,0,2,"$ 30,000 - 59,999",9.416311,133.35621799999998,85.85230499999999
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,4,0,4,"$ 90,000 - 119,999",2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,36.10642,122.80337,325.8885
Grad,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 60,000 - 89,999",24.1516,136.473682,212.60655000000003
UG,FT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,3,2,4,"$ 30,000 - 59,999",48.19954,145.0135,403.33439999999996
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,2,Unknown,0.0,0.0,0.0
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,17.09927,72.52457199999999,131.09974499999998
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,4,"Less than $ 30,000",16.59935,78.33959,138.7491
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,Unknown,6.088858999999999,41.540579,52.286910000000006
UG,FT,Auto,Female,1,"No, I don't work",Live with partner,2,0,2,"$ 120,000 - 149,999",41.73643,192.938644,392.57939999999996
Other,Other,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,1,3,Unknown,41.68314,104.162053,414.8604
Grad,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,0,4,Unknown,40.36926,87.058775,414.18975
Grad,FT,Active,Male,0,"No, I don't work",Live with roommates,0,18,2,"Less than $ 30,000",2.528039,22.375469,26.595509999999997
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,2,2,I donâ€™t know,2.267301,33.937502,19.073775
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,2,"Less than $ 30,000",2.528039,22.375469,26.595509999999997
Grad,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,1,0,1,Unknown,7.978713000000001,122.21534799999999,71.714445
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 60,000 - 89,999",26.062839999999998,167.852568,248.53979999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,18.87622,77.069796,156.64229999999998
UG,FT,Transit,Male,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.528039,22.375469,26.595509999999997
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,17.36796,71.73838,127.666275
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,19.12276,81.844399,148.27227000000002
Grad,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,2,0,3,I donâ€™t know,26.10828,156.92458,248.99939999999998
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,2,2,Unknown,38.295759999999994,168.79248,379.27155
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,Unknown,13.423060000000001,59.793147999999995,116.812875
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,2,4,"$ 60,000 - 89,999",29.51107,107.556505,222.72075
UG,FT,Transit,Male,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,"$ 60,000 - 89,999",38.830490000000005,83.07418299999998,352.39919999999995
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,I donâ€™t know,2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,67.11832,157.08526,662.0853
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,"Less than $ 30,000",31.21823,118.199853,280.35435
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"Less than $ 30,000",28.56362,113.500506,262.51064999999994
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,"$ 90,000 - 119,999",2.528039,22.375469,26.595509999999997
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,4,"Less than $ 30,000",5.79051,40.20625,59.575875
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,3,4,1,Unknown,20.61961,69.60697900000001,154.49145000000001
UG,FT,Active,Female,1,"No, I don't work",Live with family/parents,2,0,4,"Less than $ 30,000",6.6473320000000005,38.19553000000001,51.41061
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,3,1,3,"$ 240,000 +",10.34646,39.794201,85.99434
Grad,PT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,3,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,3,5,Unknown,47.74306,176.34604,462.50294999999994
UG,FT,Active,Male,0,"No, I don't work",Live alone,0,0,1,Unknown,0.0,0.0,0.0
UG,PT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,42.48964,85.084262,428.70675
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,0,0,2,"$ 60,000 - 89,999",17.04042,140.204515,175.36530000000002
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,4,"Less than $ 30,000",44.71711,130.46473999999998,411.24885
Grad,PT,Auto,Male,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,12.13968,49.598494,91.863135
Grad,PT,Auto,Male,0,"No, I don't work",Live with family/parents,1,0,3,"$ 60,000 - 89,999",22.29642,82.525082,180.66885
UG,PT,Transit,Male,1,"Yes, I work > 40 hours per week",Live with family/parents,1,0,2,"$ 90,000 - 119,999",14.3491,145.28701800000005,130.19590499999998
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,46.6857,127.456725,342.0765
UG,FT,Auto,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,2,Unknown,30.422040000000003,109.036206,292.19370000000004
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,120.7829,330.47705,1289.136
UG,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
Grad,FT,Transit,Male,1,"Yes, I work > 40 hours per week",Live with family/parents,1,2,2,Unknown,15.28116,64.938188,137.535105
Grad,FT,Transit,Female,0,"Yes, I work > 40 hours per week",Live with family/parents,2,3,2,"$ 60,000 - 89,999",13.611629999999998,52.173497999999995,104.340945
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,37.704809999999995,136.064925,422.24865
Other,Other,Transit,Female,1,"No, I don't work",Live with roommates,1,0,4,"$ 60,000 - 89,999",35.37678,92.764342,271.9284
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,Unknown,24.36686,112.48123999999999,275.11064999999996
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,Unknown,36.58081,115.36369199999999,231.0231
UG,FT,Active,Male,0,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
UG,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,3,I donâ€™t know,9.416311,133.35621799999998,85.85230499999999
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,8,"$ 90,000 - 119,999",0.0,0.0,0.0
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,6,"$ 30,000 - 59,999",38.477059999999994,126.00136,307.03080000000006
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,2,0,7,Unknown,2.528039,22.375469,26.595509999999997
Grad,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,4,0,4,Unknown,109.7694,226.73599,1184.91585
UG,FT,Active,Male,0,"No, I don't work",Live with partner,0,0,3,Unknown,2.528039,22.375469,26.595509999999997
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,2,0,2,"$ 60,000 - 89,999",0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,0,0,3,"$ 30,000 - 59,999",29.08554,126.037411,236.86905000000002
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,2,0,I donâ€™t know,0.0,0.0,0.0
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,1,4,Unknown,35.80879,151.243962,312.5253
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,"$ 60,000 - 89,999",37.47961,159.40717,329.2965
UG,FT,Auto,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,3,0,3,"$ 150,000 - 179,999",42.8913,88.514155,421.7025
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,2,"$ 30,000 - 59,999",71.12438,193.49555,680.6451
UG,FT,Transit,Female,0,"No, I don't work",Live with partner,1,1,2,I donâ€™t know,15.57133,109.896956,141.45838500000002
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,2,"$ 30,000 - 59,999",20.61961,69.60697900000001,154.49145000000001
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,5,"Less than $ 30,000",45.72828,91.64603000000001,446.07945
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,2,3,"Less than $ 30,000",32.37961,159.049969,268.27905
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 30,000 - 59,999",54.02762,197.263675,462.3744
UG,PT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,2,3,"$ 30,000 - 59,999",5.79051,40.20625,59.575875
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,3,"$ 30,000 - 59,999",21.53195,145.118339,203.0499
UG,FT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,3,1,3,Unknown,21.62753,78.868449,138.80016
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,4,Unknown,3.256509,88.910229,27.97446
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,2,3,I donâ€™t know,50.23025,150.16639999999995,474.33689999999996
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,5,Unknown,47.05297,98.43712,431.37525
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,4,Unknown,20.10898,76.472555,162.42615
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,3,0,4,Unknown,25.821579999999997,97.89474,196.90725
UG,FT,Transit,Male,0,"Yes, I work 31-40 hours per week",Live with family/parents,1,2,3,"$ 60,000 - 89,999",66.55331,147.99596000000003,654.2586
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,1,5,"$ 30,000 - 59,999",33.192040000000006,135.145431,471.08595
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,4,I donâ€™t know,22.5536,86.34764000000001,184.1739
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,21.62753,78.868449,138.80016
UG,PT,Transit,Female,1,"No, I don't work",Live with roommates,3,0,4,Unknown,35.724959999999996,147.635268,326.17064999999997
Grad,FT,Transit,Male,1,"No, I don't work",Live with roommates,0,0,3,Unknown,29.582390000000004,168.331593,277.5504
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,3,I donâ€™t know,23.57669,88.97013299999999,282.88395
UG,FT,Active,Male,0,"No, I don't work",Live with family/parents,0,1,3,Unknown,3.528347,49.77633400000001,31.436700000000005
Grad,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with partner,2,0,4,"$ 90,000 - 119,999",41.8204,78.30179100000001,418.3575
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,2.267301,33.937502,19.073775
UG,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,1,5,"$ 60,000 - 89,999",9.424928,39.70624100000001,69.03346499999999
UG,FT,Active,Male,1,"Yes, I work part time (21-30 hours per week)",Live alone,0,0,1,I donâ€™t know,0.0,0.0,0.0
UG,FT,Auto,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,4,0,4,Unknown,16.64452,64.583529,134.70039
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,"$ 30,000 - 59,999",30.56059,121.162917,414.12675
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,4,I donâ€™t know,51.466879999999996,150.56432,487.47689999999994
Grad,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,1,5,"$ 30,000 - 59,999",51.489940000000004,152.34413999999995,527.1094499999999
UG,FT,Active,Female,0,"No, I don't work",Live with family/parents,1,0,5,Unknown,3.256509,88.910229,27.97446
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,"$ 30,000 - 59,999",0.0,0.0,0.0
UG,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,1,5,"$ 30,000 - 59,999",43.78152,91.649407,425.97209999999995
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,1,5,I donâ€™t know,51.62529,137.69802,478.3224
UG,PT,Auto,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,5,"$ 120,000 - 149,999",50.50773,164.34018,455.7963
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,12.0378,51.885678000000006,93.291705
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,5,I donâ€™t know,19.612820000000003,90.753903,158.00445
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,4,Unknown,17.62288,63.27729099999999,133.33295999999999
UG,PT,Auto,Male,1,"Yes, I work > 40 hours per week",Live with family/parents,3,0,3,"$ 90,000 - 119,999",60.32058000000001,116.445203,578.502
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,70.21025,151.20685600000004,629.96385
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,3,0,4,"$ 60,000 - 89,999",38.61387,134.920962,304.03065
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,2,Unknown,15.9922,53.717543000000006,105.89271000000001
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,4,Unknown,76.66011999999999,150.84706,616.6695
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,3,I donâ€™t know,47.41753,103.153824,456.7605
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,9.416311,133.35621799999998,85.85230499999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,53.53168,127.90023000000001,471.5427
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with roommates,0,2,2,Unknown,15.2203,74.34241999999999,156.80325
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,43.78152,91.649407,425.97209999999995
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,"$ 180,000 - 209,999",2.844491,38.838778999999995,28.97367
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,2,2,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,Unknown,19.85195,79.758115,184.98014999999998
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,2,4,"$ 60,000 - 89,999",31.492959999999997,89.06891999999998,204.63135
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,2.528039,22.375469,26.595509999999997
UG,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with partner,0,0,4,"$ 60,000 - 89,999",22.414839999999998,83.281699,223.25715
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,24.507189999999998,156.081511,233.04
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,6,"$ 30,000 - 59,999",36.59659,149.925589,351.0885
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,"$ 60,000 - 89,999",43.3826,82.251299,437.80740000000003
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,4,I donâ€™t know,34.75459,163.980898,345.93104999999997
Grad,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,4,"$ 30,000 - 59,999",40.83421,188.912161,344.90639999999996
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,"$ 30,000 - 59,999",31.52652,131.869643,250.96185
Grad,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,2,2,3,Unknown,22.156370000000003,126.309394,203.86694999999997
Grad,FT,Auto,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"$ 90,000 - 119,999",22.97634,71.719151,212.0769
UG,PT,Auto,Female,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,Unknown,28.22969,173.559993,278.6958
UG,FT,Auto,Female,0,"No, I don't work",Live with family/parents,1,2,3,Unknown,19.0522,77.05487099999998,150.95444999999998
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,2,Unknown,19.78925,73.64733199999999,195.19965
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,1,2,"$ 210,000 - 239,999",0.0,0.0,0.0
Grad,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,48.09386,161.262702,386.36220000000003
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,0,0,2,"Less than $ 30,000",42.9229,172.72862600000005,357.201
UG,FT,Auto,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,3,Unknown,23.15437,74.32973199999999,207.3126
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,4,Unknown,17.107429999999997,81.420808,164.1015
UG,FT,Auto,Female,1,"No, I don't work",Live with partner,2,0,2,"$ 120,000 - 149,999",20.43262,115.527203,188.72639999999998
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,Unknown,20.917189999999998,86.58617199999999,173.15834999999998
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,2,2,"Less than $ 30,000",80.38944000000001,242.16478999999998,803.1774
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,Unknown,46.242670000000004,111.77693700000002,447.73845
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,5,I donâ€™t know,16.34245,143.327797,163.61235
Grad,FT,Active,Male,1,"No, I don't work",Live with family/parents,0,0,2,"Less than $ 30,000",2.528039,22.375469,26.595509999999997
UG,PT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,4,Unknown,27.63017,92.340164,238.7664
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,3,"$ 60,000 - 89,999",19.72406,67.707707,172.5831
UG,FT,Transit,Female,1,"Yes, I work > 40 hours per week",Live alone,0,0,1,Unknown,29.03255,154.602076,276.162
Grad,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"$ 60,000 - 89,999",24.1201,157.693957,229.23194999999998
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with partner,1,0,2,Unknown,46.39713,209.518718,421.15905
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,2,4,Unknown,103.1526,267.51923999999997,1344.9688499999997
UG,PT,Transit,Male,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,"$ 30,000 - 59,999",32.40555,158.897398,299.89529999999996
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"$ 60,000 - 89,999",35.53727,152.810304,407.31975
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,"$ 90,000 - 119,999",65.92387,343.84485,862.1931
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,2,0,4,Unknown,0.0,0.0,0.0
UG,FT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live alone,1,0,1,"Less than $ 30,000",0.0,0.0,0.0
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,4,0,4,I donâ€™t know,52.9211,107.967828,421.32764999999995
UG,FT,Active,Female,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,0.0,0.0,0.0
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,4,2,"$ 30,000 - 59,999",0.0,0.0,0.0
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,2,4,"$ 30,000 - 59,999",37.509570000000004,165.55157,330.0378
UG,FT,Active,Male,0,"No, I don't work",Live with family/parents,2,0,4,"$ 30,000 - 59,999",6.088858999999999,41.540579,52.286910000000006
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,"$ 120,000 - 149,999",36.1931,97.644753,358.91085
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,1,3,"$ 120,000 - 149,999",0.0,0.0,0.0
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,44.903220000000005,237.51567999999997,388.5615
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,"$ 30,000 - 59,999",62.74698000000001,190.87084,507.30915000000005
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,Unknown,29.082990000000002,110.45066499999999,253.7262
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,1,2,I donâ€™t know,25.11979,92.323276,215.95575
UG,FT,Auto,Male,0,"No, I don't work",Live with family/parents,2,0,5,"$ 60,000 - 89,999",52.371159999999996,160.755502,495.03075000000007
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,2,"$ 30,000 - 59,999",50.041140000000006,176.02403999999999,487.443
Grad,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,4,0,4,Unknown,14.35876,56.22727,114.153105
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,Unknown,57.74332,126.4926,528.1476
Grad,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.528039,22.375469,26.595509999999997
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,I donâ€™t know,44.758,116.13956,312.90405
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,1,"$ 30,000 - 59,999",3.391024,25.45797,38.85552
UG,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,0,0,3,"Less than $ 30,000",42.71295,178.12861600000005,347.5452
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,4,0,3,Unknown,27.897709999999996,91.058601,281.97645
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,3,0,5,I donâ€™t know,20.82787,78.442265,149.450385
UG,FT,Auto,Female,1,"Yes, I work > 40 hours per week",Live with family/parents,2,0,4,"$ 90,000 - 119,999",62.052640000000004,142.39439,643.3802999999999
UG,FT,Active,Male,1,"Yes, I work 31-40 hours per week",Live with roommates,0,0,4,"$ 30,000 - 59,999",29.74683,157.362031,274.37115
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,4,"$ 30,000 - 59,999",19.388920000000002,79.575397,152.0199
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,Unknown,35.80879,151.243962,312.5253
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,24.69421,154.561606,234.84285
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,"Less than $ 30,000",18.87622,77.069796,156.64229999999998
UG,FT,Transit,Female,0,"No, I don't work",Live alone,1,0,1,"Less than $ 30,000",26.424559999999996,110.09102299999999,216.0549
Grad,FT,Transit,Female,0,"No, I don't work",Live with roommates,1,0,4,I donâ€™t know,25.16137,159.974277,229.68555
