sch_code__,School_Nam,GTA06,DAUID,Enrolment
583,QUEEN STREET PUBLIC SCHOOL,3365,35212105,529
2292,QUEEN VICTORIA PUBLIC SCHOOL,110,35204189,817
7121,QUEENS RANGERS PUBLIC SCHOOL,5103,35250906,117
1232,AMESBURY MIDDLE SCHOOL,137,35204399,300
7309,QUEENSDALE ELEMENTARY SCHOOL,5144,35250381,271
E0028,SIR WILLIAM OSLER ELEMENTARY SCHOOL,5236,35250061,600
S720,QUEENSMOUNT PUBLIC SCHOOL,7001,35300200,411
5542,QUEENSTON DRIVE PUBLIC SCHOOL,3814,35210703,429
E0164,MUNDY'S BAY PUBLIC SCHOOL,8555,35430579,528
2293,QUEST PUBLIC SCHOOL,272,35203811,67
7310,R A RIDDELL PUBLIC SCHOOL,5091,35250079,741
8958,R F DOWNEY PUBLIC SCHOOL,8851,35150227,259
2294,R H MCGREGOR PUBLIC SCHOOL,263,35200575,783
1356,R J LANG ELEMENTARY MIDDLE SCHOOL,,35202585,465
E0005,R J LANG ELEMENTARY AND MIDDLE SCHOOL,435,35202585,465
E0207,COBBLESTONE ELEMENTARY SCHOOL,8901,35290236,474
S627,R L HYSLOP ELEMENTARY SCHOOL,5080,35250256,162
A060,JEAN STECKLE PUBLIC SCHOOL,7001,35300924,814
4066,R L GRAHAM PUBLIC SCHOOL,2861,35190051,408
8830,RAMA CENTRAL PUBLIC SCHOOL,8681,35431252,227
E0157,RAMA PUBLIC SCHOOL,,35431252,227
4147,RAMER WOOD PUBLIC SCHOOL,2433,35190612,293
1357,RANCHDALE PUBLIC SCHOOL,239,35202749,267
E0176,FOREST TRAIL ELEMENTARY SCHOOL,4039,35240716,853
2295,RAWLINSON COMMUNITY SCHOOL,171,35204517,724
5543,RAY UNDERHILL PUBLIC SCHOOL,3718,35210609,301
689,RAY LEWIS ELEMENTARY SCHOOL,5050,35250988,648
A385,SPENCER AVENUE ELEMENTARY SCHOOL,,35220109,291
3411,PRINCE ALBERT PUBLIC SCHOOL,1307,35181183,191
A103,JOHN GALT PUBLIC SCHOOL,8001,35230160,357
3141,GREENBANK & EPSOM PUBLIC SCHOOL,1294,35180056,130
S414,EPSON PUBLIC SCHOOL,1295,35181192,38
413,RED MAPLE PUBLIC SCHOOL,2248,35191228,531
4149,REESOR PARK PUBLIC SCHOOL,2443,35190713,445
2296,REGAL ROAD JUNIOR PUBLIC SCHOOL,165,35201153,551
4015,REGENCY ACRES PUBLIC SCHOOL,2553,35190153,344
1647,REGENT HEIGHTS JUNIOR PUBLIC SCHOOL,537,35200491,557
8794,REGENT PARK PUBLIC SCHOOL,8681,35431190,634
7313,RICHARD BEASLEY JUNIOR PUBLIC SCHOOL,5074,35250603,196
8345,RICHMOND STREET PUBLIC SCHOOL,6042,35260486,502
4325,RICHMOND ROSE PUBLIC SCHOOL,2257,35191040,622
7314,RIDGEMOUNT JUNIOR PUBLIC SCHOOL,5097,35250546,390
5181,RIDGEVIEW PUBLIC SCHOOL,3489,35210226,688
S912,RIDGEWAY PUBLIC SCHOOL,6042,35260679,156
5546,RIDGEWOOD PUBLIC SCHOOL,3712,35211059,836
1360,RIPPLETON PUBLIC SCHOOL,237,35202765,344
E0221,HEWITTS CREEK PUBLIC SCHOOL,8501,35431131,670
S922,RIVER VIEW PUBLIC SCHOOL,6042,35260131,318
6333,RIVER OAKS PUBLIC SCHOOL,4038,35240107,514
1434,RIVERCREST JUNIOR SCHOOL,366,35201845,223
S682,RIVERSIDE PUBLIC SCHOOL,,35300003,311
E0017,J W GERTH PUBLIC SCHOOL,7001,35300884,597
5547,RIVERSIDE PUBLIC SCHOOL,3878,35210381,254
6265,ROBERT BALDWIN PUBLIC SCHOOL,4123,35240053,438
5183,CASTLEMORE & ROBERT J LEE PUBLIC SCHOOL,3420,35211663,767
6001,ROBERT LITTLE PUBLIC SCHOOL,4197,35240567,350
1648,ROBERT SERVICE SENIOR PUBLIC SCHOOL,532,35204128,167
5182,ROBERT H LAGERQUIST PUBLIC SCHOOL,3460,35211397,551
2304,ROCKCLIFFE MIDDLE SCHOOL,143,35204094,326
1361,ROCKFORD PUBLIC SCHOOL,431,35202535,644
S861,ROCKWAY PUBLIC SCHOOL,7001,35300355,211
9085,ROCKWOOD CENTENNIAL PUBLIC SCHOOL,8301,35230361,383
7238,DR J EDGAR DAVEY JUNIOR PUBLIC SCHOOL,5186,35250466,524
2305,RODEN JUNIOR PUBLIC SCHOOL,265,35200688,390
310,ROGER NEILSON PUBLIC SCHOOL,8851,35150092,261
4227,ROGERS PUBLIC SCHOOL,2615,35190894,409
3020,ROLAND MICHENER PUBLIC SCHOOL,1082,35180399,550
6145,ROLLING MEADOWS PUBLIC SCHOOL,4085,35240338,459
8862,ROLLING HILLS PUBLIC SCHOOL,8714,35160173,240
2306,ROLPH ROAD ELEMENTARY SCHOOL,217,35202686,380
2307,ROSE AVENUE PUBLIC SCHOOL,21,35204563,638
3317,ROSEBANK ROAD PUBLIC SCHOOL,1047,35180541,191
7316,ROSEDALE ELEMENTARY SCHOOL,5101,35250344,167
2309,ROSEDALE JUNIOR PUBLIC SCHOOL,205,35200753,259
4517,ROSEDALE HEIGHTS PUBLIC SCHOOL,2143,35190294,410
2310,ROSELAND JUNIOR PUBLIC SCHOOL,130,35201264,334
4326,ROSELAWN PUBLIC SCHOOL,2206,35190854,308
9430,MACLEODS LANDING PUBLIC SCHOOL,2221,35191364,568
1206,ROSETHORN JUNIOR SCHOOL,320,35201703,428
8410,ROSS PUBLIC SCHOOL,6257,35260157,208
4327,ROSS DOAN PUBLIC SCHOOL,2207,35191047,289
177,ELIZABETH B PHIN PUBLIC SCHOOL,1046,35180501,340
1600,JOHN G DIEFENBAKER PUBLIC SCHOOL,575,35203955,260
1539,CHIEF DAN GEORGE PUBLIC SCHOOL,572,35204769,351
1651,ROUGE VALLEY PUBLIC SCHOOL,572,35203715,275
7007,ROUSSEAU PUBLIC SCHOOL,5105,35250070,239
A115,ROSS DRIVE PUBLIC SCHOOL,3379,35211762,691
4150,ROY H CROSBY PUBLIC SCHOOL,2430,35190628,229
1362,ROYWOOD PUBLIC SCHOOL,233,35204042,202
2313,RUNNYMEDE JUNIOR SENIOR SCHOOL,125,35201294,1028
5184,RUSSELL D BARBER PUBLIC SCHOOL,3372,35211152,687
S793,RUSSELL REID - CORONATION SCHOOL - CAMBRIDGE,8901,35290056,323
444,ROYAL ORCHARD MIDDLE SCHOOL,3486,35211548,597
5146,GORDON GRAYDON SENIOR PUBLIC SCHOOL,3496,35210155,490
4148,RANDALL PUBLIC SCHOOL,2426,35190671,729
6146,RYERSON PUBLIC SCHOOL,4067,35240482,234
7319,RYERSON MIDDLE SCHOOL,5174,35250403,369
2314,RYERSON COMMUNITY JUNIOR SENIOR PUBLIC SCHOOL,76,35200888,325
S868,RYERSON PUBLIC SCHOOL,7237,35300492,538
S867,SAGINAW PUBLIC SCHOOL,7237,35300999,385
2125,ECOLE GABRIELLE ROY,24,35204245,270
8437,SALEM PUBLIC ELEMENTARY SCHOOL,8301,35230294,171
1653,SAMUEL HEARNE MIDDLE SCHOOL,538,35203512,397
S667,SANDHILLS PUBLIC SCHOOL,7001,35300280,716
S743,SANDOWNE PUBLIC SCHOOL,7001,35300090,329
A018,LORENVILLE PUBLIC SCHOOL,3430,35212177,613
647,REDSTONE PUBLIC SCHOOL,2258,35191038,538
5550,SAWMILL VALLEY PUBLIC SCHOOL,3677,35211428,378
494,ST WORDEN PUBLIC SCHOOL,1237,35180687,197
5118,CENTENNIAL SENIOR PUBLIC SCHOOL,3344,35210195,592
1655,SCARBOROUGH VILLAGE PUBLIC SCHOOL,549,35204332,208
S684,OAKLAND - SCOTLAND ELEMENTARY,8901,35290273,185
A096,AYLESBURY PUBLIC SCHOOL,3456,35212173,663
8922,SCOTT YOUNG PUBLIC SCHOOL,8714,35160179,211
3421,SCOTT CENTRAL PUBLIC SCHOOL,1312,35180874,322
2320,SECOND STREET JUNIOR & MIDDLE SCHOOL,289,35204696,282
2321,SECORD ELEMENTARY SCHOOL,250,35200506,657
8234,APPLEWOOD PUBLIC SCHOOL,6042,35260473,185
2323,SELWYN ELEMENTARY SCHOOL,248,35200534,251
8003,SENATOR GIBSON PUBLIC SCHOOL,6001,35260300,532
1176,SENECA SCHOOL,335,35201762,80
5218,WILLIAM GRENVILLE DAVIS SENIOR PUBLIC SCHOOL,3368,35212099,577
E0018,W. G. DAVIS SNR. PUBLIC SCHOOL,,35212099,577
E0195,ARDAGH BLUFFS PUBLIC SCHOOL,8501,35430670,589
2325,SEVENTH STREET JUNIOR SCHOOL,290,35201560,201
8804,SHANTY BAY PUBLIC SCHOOL,8555,35431154,147
1364,SHAUGHNESSY PUBLIC SCHOOL,466,35200278,239
5553,SHELTER BAY PUBLIC SCHOOL,3719,35210603,386
S748,SHEPPARD PUBLIC SCHOOL,7001,35300362,494
1365,SHEPPARD PUBLIC SCHOOL,412,35204105,187
3405,S A CAWKER PUBLIC SCHOOL,1298,35181190,510
477,SILVER CREEK PUBLIC SCHOOL,4160,35240798,568
6335,SHERIDAN PUBLIC SCHOOL,4026,35240130,232
8290,WILLIAM HAMILTON MERRITT PUBLIC SCHOOL,6042,35260658,261
5554,SHERIDAN PARK PUBLIC SCHOOL,3650,35212109,523
428,SILVER STREAM PUBLIC SCHOOL,2257,35191040,622
2328,SHIRLEY STREET JUNIOR PUBLIC SCHOOL,108,35200938,173
1366,SHOREHAM PUBLIC SCHOOL,390,35204109,288
485,CALDERSTONE MIDDLE SCHOOL,3448,35212130,687
5555,SILVER CREEK PUBLIC SCHOOL,3668,35210782,221
4329,SILVER PINES PUBLIC SCHOOL,2214,35190841,590
1037,SILVER SPRINGS PUBLIC SCHOOL,592,35200144,349
5556,SILVERTHORN PUBLIC SCHOOL,3674,35210309,298
8129,SIMCOE STREET PUBLIC SCHOOL,6042,35260088,179
S932,PINE GROVE,6042,35260578,308
5187,SIR JOHN A MACDONALD MIDDLE SCHOOL,3360,35210166,552
2331,SIR ADAM BECK JUNIOR SCHOOL,297,35201587,456
1038,SIR ALEXANDER MACKENZIE SENIOR PUBLIC SCHOOL,603,35200218,360
7517,SIR ISAAC BROCK JUNIOR PUBLIC SCHOOL,5107,35250262,193
1656,SIR ERNEST MACMILLAN SENIOR PUBLIC SCHOOL,590,35200167,326
6150,SIR ERNEST MACMILLAN PUBLIC SCHOOL,4083,35240325,377
3318,SIR JOHN A MACDONALD PUBLIC SCHOOL,1052,35180546,378
5188,SIR WILFRID LAURIER PUBLIC SCHOOL,3368,35211259,290
7328,SIR WILFRID LAURIER PUBLIC SCHOOL,5241,35250218,481
5189,SIR WINSTON CHURCHILL PUBLIC SCHOOL,3345,35211272,432
8525,SISTER CATHERINE DONNELLY CATHOLIC SCHOOL,8501,35431090,334
4330,16TH AVENUE PUBLIC SCHOOL,2245,35190455,430
1368,SLOANE PUBLIC SCHOOL,244,35200454,267
8079,SMITH PUBLIC SCHOOL,6001,35260337,317
5190,SOMERSET DRIVE PUBLIC SCHOOL,3466,35211242,412
2332,SMITHFIELD MIDDLE SCHOOL,382,35203034,635
S686,SMITHSON PUBLIC SCHOOL,7001,35300401,238
4427,SUMMITVIEW PUBLIC SCHOOL,2710,35190974,400
5552,SETTLERS GREEN PUBLIC SCHOOL,3716,35210551,489
668,SHERWOOD MILLS PUBLIC SCHOOL,3688,35211526,668
C044,ALTERNATIVE SPECTRUM SENIOR SCHOOL,209,35204465,60
C416,SPECTRUM ALTERNATIVE SENIOR SCHOOL,,35204465,60
3532,SIR SAMUEL STEELE PUBLIC SCHOOL,1125,35181127,478
8823,TECUMSETH SOUTH CENTRAL PUBLIC SCHOOL,8551,35430801,172
S751,ST GEORGE - GERMAN ELEMENTARY,8901,35290225,390
S679,SOUTHRIDGE PUBLIC SCHOOL,7001,35300206,403
841,WILLIAMSBURG PUBLIC SCHOOL,1121,35181137,711
3021,SOUTHWOOD PARK PUBLIC SCHOOL,1095,35180568,703
7101,SPENCER VALLEY & GREENSVILLE PUBLIC SCHOOL,5248,35250938,184
373,SPRINGDALE PUBLIC SCHOOL,3380,35212148,751
5557,SPRINGFIELD PUBLIC SCHOOL,3664,35210710,452
2336,SPRUCECOURT JUNIOR PUBLIC SCHOOL,19,35203183,331
S849,ST ANDREWS PUBLIC SCHOOL,7237,35300685,344
1662,ST ANDREWS PUBLIC SCHOOL,498,35203385,349
1370,ST ANDREW'S JUNIOR HIGH SCHOOL,229,35202615,411
2156,GORDON A BROWN MIDDLE SCHOOL,248,35200534,358
S911,ST DAVIDS PUBLIC SCHOOL,6042,35260752,266
1208,ST GEORGES JUNIOR SCHOOL,344,35203004,212
8745,ECOLE ELEMENTAIRE SAINT JOSEPH,8555,35430557,167
2521,ST MARGARETS PUBLIC SCHOOL,560,35203766,325
378,SHERWOOD PUBLIC SCHOOL,1181,35181132,780
3204,ATHABASCA STREET PUBLIC SCHOOL (RENAMED AS FOREST VIEW PUBLIC SCHOOL),1211,35180651,430
S782,SILVERHEIGHTS PUBLIC SCHOOL,7237,35300543,700
S710,STANLEY PARK PUBLIC SCHOOL,7001,35300452,423
1374,STANLEY PUBLIC SCHOOL,406,35202072,322
8542,STEELE STREET PUBLIC SCHOOL,8501,35431117,351
1040,SIR SAMUEL B STEELE PUBLIC SCHOOL,590,35200167,362
8183,STEELE STREET PUBLIC SCHOOL,6257,35260750,162
1375,STEELESVIEW PUBLIC SCHOOL,460,35204113,280
1047,TERRY FOX PUBLIC SCHOOL,591,35203930,456
1606,KENNEDY PUBLIC SCHOOL,591,35204778,566
3271,STEPHEN G SAYWELL PUBLIC SCHOOL,1190,35180336,302
8332,STEVENSVILLE PUBLIC SCHOOL,6042,35260805,310
9621,STEWART AVENUE PUBLIC SCHOOL,7237,35300634,558
412,SUNNY VIEW MIDDLE SCHOOL,3385,35211749,765
C421,STEWARTTOWN MIDDLE SCHOOL,4168,35240752,355
1376,STILECROFT PUBLIC SCHOOL,412,35201999,269
502,STONEBRIDGE PUBLIC SCHOOL,2418,35191189,770
4233,STONEHAVEN ELEMENTARY SCHOOL,2618,35191090,564
4526,STORNOWAY CRESCENT PUBLIC SCHOOL,2360,35190396,94
7359,STRATHCONA JUNIOR PUBLIC SCHOOL,5200,35250802,191
4234,STUART SCOTT PUBLIC SCHOOL,2613,35190941,219
229,SUDDABY PUBLIC SCHOOL,7001,35300395,429
1377,SUMMIT HEIGHTS PUBLIC SCHOOL,440,35202122,371
3431,SUNDERLAND PUBLIC SCHOOL,1332,35180863,327
A184,SUNDERLAND PUBLIC SCHOOL (UPDATED),,35180863,327
6349,SUNNINGDALE PUBLIC SCHOOL,4031,35240113,626
2396,SUNNY VIEW PUBLIC SCHOOL,,35204279,85
8820,SUNNY VIEW JUNIOR AND SENIOR PUBLIC SCHOOL,215,35204279,85
E0449,SUNNYBRAE PUBLIC SCHOOL,8559,35430985,416
2397,SUNNYLEA JUNIOR SCHOOL,315,35201509,295
S648,SUNNYSIDE PUBLIC SCHOOL,7001,35300440,455
3272,SUNSET HEIGHTS PUBLIC SCHOOL,1186,35180326,353
4463,SUTTON PUBLIC SCHOOL,2868,35191150,305
2399,SWANSEA JUNIOR AND SENIOR PUBLIC SCHOOL,120,35201471,775
8509,TRILLIUM WOODS ELEMENTARY PUBLIC SCHOOL,8501,35431321,492
8306,"WEST PARK SECONDARY SCHOOL (CLOSED, NOW IS DSBN) (SEC=935455)",6042,35260747,363
A509,DSBN ACADEMY  (elem 188; sec 175),,35260747,363
S703,TAIT STREET PUBLIC SCHOOL,7237,35300658,492
1046,TAM OSHANTER JUNIOR PUBLIC SCHOOL,595,35204084,379
7525,TAPLEYTOWN PUBLIC SCHOOL,5028,35250973,247
A027,PHOEBE GILMAN PUBLIC SCHOOL,2751,35190099,646
7308,QUEEN VICTORIA ELEMENTARY SCHOOL,5159,35250439,537
8469,TAYLOR EVANS PUBLIC SCHOOL,8001,35230413,416
672,THORNHILL WOODS PUBLIC SCHOOL,2130,35191325,810
425,WISMER PUBLIC SCHOOL,2434,35191176,553
6159,TECUMSEH PUBLIC SCHOOL,4064,35240595,257
5609,TECUMSEH PUBLIC SCHOOL,3646,35211487,383
1691,TECUMSEH SENIOR PUBLIC SCHOOL,513,35203352,255
372,TEMPLEMEAD ELEMENTARY SCHOOL,5045,35250620,566
5212,TERRY FOX PUBLIC SCHOOL,3460,35211397,584
593,TERRY FOX PUBLIC SCHOOL,1069,35180913,422
8558,TERRY FOX ELEMENTARY SCHOOL,8501,35431339,551
1441,THE ELMS JUNIOR & MIDDLE SCHOOL,365,35201823,352
2607,H J ALEXANDER COMMUNITY SCHOOL,133,35204416,616
3162,M J HOBBS SENIOR PUBLIC SCHOOL,1231,35180978,223
5610,THE VALLEYS SENIOR PUBLIC SCHOOL,3863,35211827,519
5614,THOMAS STREET MIDDLE SCHOOL,3602,35211978,837
5615,THORN LODGE PUBLIC SCHOOL,3650,35210440,298
2402,THORNCLIFFE PARK PUBLIC SCHOOL,222,35204072,1258
4528,THORNHILL PUBLIC SCHOOL,2142,35190320,319
5616,THORNWOOD PUBLIC SCHOOL,3724,35211440,519
1383,THREE VALLEYS PUBLIC SCHOOL,235,35202757,286
E0043,TRILLIUM DEMONSTRATION SCHOOL (DEMONSTRATION),4124,35240792,0
E0043,TRILLIUM DEMONSTRATION SCHOOL,,35240792,0
217,THE WATERFRONT SCHOOL,80,35204821,215
1048,TIMBERBANK JUNIOR PUBLIC SCHOOL,593,35200204,231
6266,SAM SHERRATT PUBLIC SCHOOL,4124,35240793,578
1694,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,619,35204835,315
5617,TOMKEN ROAD SENIOR PUBLIC SCHOOL,3669,35210787,1013
6161,TOM THOMSON PUBLIC SCHOOL,4059,35240447,443
S385,TOPCLIFF PUBLIC SCHOOL,400,35202023,395
E0536,BEYNON FIELDS PUBLIC SCHOOL,2218,35191339,702
A508,PEACE BRIDGE PUBLIC SCHOOL,,35260713,354
208,TOSORONTIO CENTRAL PUBLIC SCHOOL,8551,35430847,353
8824,TOTTENHAM PUBLIC SCHOOL,8551,35430792,292
A124,JEANNE SAUVE PUBLIC SCHOOL,,35181131,0
472,CATHY WEAVER ELEMENTARY SCHOOL,5188,35250696,626
E0026,CATHY WEAVER ELEMENTARY SCHOOL,,35250696,626
544,ROBERTA BONDAR PUBLIC SCHOOL,3485,35211872,781
5227,TREELINE PUBLIC SCHOOL,3447,35212180,742
5623,TRELAWNY PUBLIC SCHOOL,3615,35211850,353
S875,TRILLIUM PUBLIC SCHOOL,7001,35300159,218
487,TRILLIUM WOODS ELEMENTARY PUBLIC SCHOOL,2216,35191136,684
1387,TUMPANE PUBLIC SCHOOL,410,35201964,463
507,TWENTIETH STREET JUNIOR SCHOOL,293,35201564,183
E0432,DR ROBERTA BONDAR PUBLIC SCHOOL,2108,35191289,766
E0162,NELLIE MCCLUNG PUBLIC SCHOOL,2132,35191290,392
867,UNIONVILLE MEADOWS PUBLIC SCHOOL,2423,35190630,671
3444,UXBRIDGE PUBLIC SCHOOL,1318,35180026,341
3131,GOODWOOD PUBLIC SCHOOL,1314,35180932,198
1071,VALLEY PARK MIDDLE SCHOOL,223,35204058,872
3151,VALLEY VIEW PUBLIC SCHOOL,1017,35180886,325
8137,VALLEY WAY PUBLIC SCHOOL,6042,35260080,249
1181,VALLEYFIELD JUNIOR SCHOOL,350,35204433,271
3327,VALLEY FARM,,35180417,594
3328,VAUGHAN WILLARD PUBLIC SCHOOL,1039,35180432,252
429,VELLORE WOODS PUBLIC SCHOOL,2072,35191256,550
4533,VENTURA PARK PUBLIC SCHOOL,2127,35190286,661
A393,GAÉTAN-GERVAIS SECONDARY SCHOOL,,35240123,58
E0267,ECOLE ELEMENTAIRE OAKVILLE EST,4030,35240123,58
8138,VICTORIA PUBLIC SCHOOL,6042,35260041,90
2419,VICTORIA PARK ELEMENTARY SCHOOL,248,35200480,136
342,QUEEN VICTORIA PUBLIC SCHOOL,8705,35160120,165
8433,VICTORIA TERRACE PUBLIC SCHOOL,8301,35230307,187
1389,VICTORIA VILLAGE PUBLIC SCHOOL,244,35200450,260
8483,VICTORY PUBLIC SCHOOL,8001,35230084,280
3276,VILLAGE UNION PUBLIC SCHOOL,1209,35180182,337
3277,VINCENT MASSEY PUBLIC SCHOOL,1203,35180142,427
3072,VINCENT MASSEY PUBLIC SCHOOL,1261,35181121,362
7366,VISCOUNT MONTGOMERY PUBLIC SCHOOL,5120,35250333,366
5626,VISTA HEIGHTS PUBLIC SCHOOL,3715,35210616,783
1050,VRADENBURG JUNIOR PUBLIC SCHOOL,585,35203590,260
17,W C LITTLE ELEMENTARY SCHOOL,8501,35430714,638
4068,W J WATSON PUBLIC SCHOOL,2859,35190028,391
7367,W H BALLARD PUBLIC SCHOOL,5149,35250785,563
6352,W H MORDEN PUBLIC SCHOOL,4011,35240231,542
6271,W I DICK PUBLIC SCHOOL,4126,35240051,395
175,W R BEST MEMORIAL PUBLIC SCHOOL,8555,35430638,343
C307,MICHAELLE JEAN PUBLIC SCHOOL,,35181076,663
8384,WINGER PUBLIC SCHOOL,6032,35260783,159
8643,W H DAY ELEMENTARY SCHOOL,8559,35430777,582
704,BRUCE TRAIL ELEMENTARY PUBLIC SCHOOL,4120,35240870,1107
1699,WALTER PERRY JUNIOR PUBLIC SCHOOL,532,35203440,308
4341,WALTER SCOTT PUBLIC SCHOOL,2243,35190495,382
1700,WARDEN AVENUE JUNIOR PUBLIC SCHOOL (RENAMED TO TAYLOR CREEK PUBLIC SCHOOL),538,35204129,381
8546,WARNICA PUBLIC SCHOOL,8501,35431139,367
E0234,KEN DANBY PUBLIC SCHOOL,8001,35230367,476
2420,WARREN PARK JUNIOR PUBLIC SCHOOL,128,35204643,197
8980,WARSAW PUBLIC SCHOOL,8851,35150234,115
E0020,JAMES GRIEVE PUBLIC SCHOOL,3014,35211225,189
3073,WAVERLEY PUBLIC SCHOOL,1262,35180723,365
S794,LEXINGTON PUBLIC SCHOOL,7001,35300579,250
C187,FAIRLAWN PUBLIC SCHOOL,3468,35211664,820
S837,BRESLAU PUBLIC SCHOOL,7001,35300941,613
S675,DOON PUBLIC SCHOOL,7001,35300883,563
S814,MACKENZIE KING PUBLIC SCHOOL,7001,35300410,232
2140,FIRST NATIONS JUNIOR AND SENIOR SCHOOL OF TORONTO,,35204576,106
8461,WAVERLY DRIVE PUBLIC SCHOOL,8001,35230070,485
3279,WAVERLY PUBLIC SCHOOL,1204,35180769,367
1210,WEDGEWOOD JUNIOR SCHOOL,322,35204893,396
S651,WELLESLEY PUBLIC SCHOOL,7001,35300773,738
1182,WELLESWORTH JUNIOR SCHOOL,336,35201750,155
8547,WEST BAYFIELD ELEMENTARY SCHOOL,8501,35430648,558
8730,HILLSDALE ELEMENTARY SCHOOL,8555,35430922,208
S792,WESTHEIGHTS PUBLIC SCHOOL,7001,35300247,511
E0336,INGLEBOROUGH PUBLIC SCHOOL,3430,35212177,897
4534,WESTMINSTER PUBLIC SCHOOL,2122,35190342,269
3028,WESTNEY HEIGHTS PUBLIC SCHOOL,1075,35180940,353
1183,WEST GLEN JUNIOR SCHOOL,330,35201737,176
8636,HONOURABLE EARL ROWE PUBLIC SCHOOL,8559,35430976,159
8640,SIR WILLIAM OSLER PUBLIC SCHOOL,8559,35430783,156
1701,WEST HILL PUBLIC SCHOOL,560,35203660,246
1449,WEST HUMBER JUNIOR & MIDDLE SCHOOL,368,35203098,477
385,MAPLE CREEK PUBLIC SCHOOL,2098,35191297,555
571,WEST OAK PUBLIC SCHOOL,4039,35240705,869
2424,WEST PREPARATORY PUBLIC SCHOOL,184,35204170,554
2524,WEST ROUGE PUBLIC SCHOOL,571,35203737,238
5628,WESTACRES PUBLIC SCHOOL,3654,35210792,274
3329,WESTCREEK PUBLIC SCHOOL,1034,35180503,357
8307,WESTDALE PUBLIC SCHOOL,6042,35260369,295
5217,WESTERVELTS CORNERS PUBLIC SCHOOL,3370,35212049,359
2620,WESTMOUNT JUNIOR SCHOOL,342,35202982,264
S765,WESTMOUNT PUBLIC SCHOOL,7001,35300982,389
8975,WESTMOUNT PUBLIC SCHOOL,8851,35150161,438
8348,WESTMOUNT PUBLIC SCHOOL,6042,35260484,180
2622,WESTON MEMORIAL JUNIOR PUBLIC SCHOOL,134,35204422,321
S744,WESTVALE PUBLIC SCHOOL,7001,35300972,377
7371,WESTVIEW MIDDLE SCHOOL,5104,35250522,247
2623,WESTWAY JUNIOR SCHOOL,351,35201807,276
8445,WESTWOOD PUBLIC SCHOOL,8001,35230117,367
2427,WESTWOOD MIDDLE SCHOOL,282,35203858,363
2428,WESTWOOD SECONDARY SCHOOL,,35203858,363
7372,WESTWOOD JUNIOR PUBLIC SCHOOL,5104,35250526,250
5450,DUNRANKIN DRIVE PUBLIC SCHOOL,3630,35211067,546
1703,WEXFORD PUBLIC SCHOOL,506,35204244,400
4428,WHITCHURCH HIGHLANDS PUBLIC SCHOOL,2702,35190987,252
799,WHITEHORN PUBLIC SCHOOL,3691,35212006,756
E0111,MCKINNON PUBLIC SCHOOL,3810,35212057,726
5629,WHITEOAKS PUBLIC SCHOOL,3645,35210401,649
1051,WHITE HAVEN JUNIOR PUBLIC SCHOOL,579,35203620,506
2429,WHITNEY JUNIOR PUBLIC SCHOOL,207,35202777,288
S733,WT TOWNSHEND PUBLIC SCHOOL,7001,35300919,751
2430,WILKINSON JUNIOR PUBLIC SCHOOL,275,35204500,490
4158,WILLIAM ARMSTRONG PUBLIC SCHOOL,2445,35190706,281
2431,WILLIAM BURGESS ELEMENTARY SCHOOL,282,35203853,370
2525,WILLIAM G DAVIS JUNIOR PUBLIC SCHOOL,571,35203729,245
2526,WILLIAM G MILLER JUNIOR PUBLIC SCHOOL,568,35204771,525
1704,WILLIAM TREDWAY JUNIOR PUBLIC SCHOOL,512,35204301,756
4157,WILCLAY PUBLIC SCHOOL,2426,35191021,638
2433,WILLIAMSON ROAD JUNIOR PUBLIC SCHOOL,253,35200660,553
5630,WILLOW GLEN PUBLIC SCHOOL,3644,35210737,189
1705,WILLOW PARK JUNIOR PUBLIC SCHOOL,515,35203339,398
8488,WILLOW ROAD PUBLIC SCHOOL,8001,35230270,361
1392,WILLOWDALE MIDDLE SCHOOL,438,35204319,412
1692,TERRAVIEW-WILLOWFIELD PUBLIC SCHOOL,485,35203577,270
S680,NEW DUNDEE PUBLIC SCHOOL,7001,35300796,185
4536,WILLOWBROOK PUBLIC SCHOOL,2362,35190397,251
3330,WILLIAM DUNBAR PUBLIC SCHOOL,1038,35181045,657
8548,WILLOW LANDING ELEMENTARY SCHOOL,8501,35430996,600
S723,WILSON AVENUE PUBLIC SCHOOL,7001,35300350,478
1287,DUBLIN HEIGHTS PUBLIC SCHOOL,426,35202113,705
613,OSCAR PETERSON PUBLIC SCHOOL,3811,35212062,879
2434,WINCHESTER JUNIOR AND SENIOR PUBLIC SCHOOL,22,35200772,433
5219,WILLIAMS PARKWAY SENIOR PUBLIC SCHOOL,3363,35210082,722
4702,WILSHIRE ELEMENTARY SCHOOL,2126,35190289,406
1393,WINDFIELDS ELEMENTARY SCHOOL,230,35200384,428
3085,WINCHESTER PUBLIC SCHOOL,1106,35181156,582
2435,WINONA DRIVE SENIOR PUBLIC SCHOOL,170,35200977,394
S646,WINSTON CHURCHILL PUBLIC SCHOOL,7001,35300062,229
2436,WITHROW AVENUE JUNIOR PUBLIC SCHOOL,272,35203811,587
S822,WILLIAM G DAVIS PUBLIC SCHOOL,7237,35300494,418
1708,WOBURN JUNIOR PUBLIC SCHOOL,494,35204126,384
E0394,BLACK WALNUT PUBLIC SCHOOL,2455,35191293,702
4729,WOODBRIDGE PUBLIC SCHOOL,2030,35190207,484
